Teacher2 Simple_depth4 recursive dependent simplicity_prior "[(('BE',), [0.03417955125426568, 3]), (('ABE',), [0.089806570606012742, 25]), (('A',), [0.03211244727708399, 21]), (('ABDE',), [0.25805994327814524, 24])]"
Teacher2 Simple_depth5 recursive dependent simplicity_prior "[(('BE',), [0.034167717671144938, 3]), (('ABE',), [0.089803965718295645, 25]), (('A',), [0.032112447339286393, 21]), (('ABDE',), [0.25805994327814524, 24])]"
Teacher3 Complex_depth2 non-recursive independent uniform_prior "[(('BE',), [0.033965076993422542, 3]), (('ACD',), [0.1341600256502469, 5]), (('ABCDE',), [0.029718543333718556, 31])]"
Teacher3 unorderedAnd non-recursive independent uniform_prior "[(('BE',), [0.15472878930224801, 1]), (('ACD',), [0.17462783285002428, 10]), (('ABCDE',), [0.022850211319189989, 31])]"
Teacher3 Simple_depth2 non-recursive independent uniform_prior "[(('BE',), [0.036548019806344798, 10]), (('ACD',), [0.14619207922537925, 3]), (('ABCDE',), [0.023561231231495255, 31])]"
Teacher3 Simple_depth3 non-recursive independent uniform_prior "[(('BE',), [0.27793290813391275, 3]), (('ACD',), [0.27793290813391275, 3]), (('ABCDE',), [0.027221659772903938, 31])]"
Teacher3 Simple_depth4 non-recursive independent uniform_prior "[(('BE',), [0.034106656744362744, 3]), (('ACD',), [0.23874659721053909, 4]), (('ABCDE',), [0.028115211362523349, 31])]"
Teacher3 Simple_depth5 non-recursive independent uniform_prior "[(('BE',), [0.034015786487891976, 10]), (('ACD',), [0.23811050541524395, 3]), (('ABCDE',), [0.02825865322218013, 31])]"
Teacher3 Complex_depth2 non-recursive dependent uniform_prior "[(('BE',), [0.033965076993422542, 3]), (('ACD',), [0.032227867465158107, 9]), (('ABCDE',), [0.026202683423217524, 31])]"
Teacher3 unorderedAnd non-recursive dependent uniform_prior "[(('BE',), [0.15472878930224801, 1]), (('ACD',), [0.02012464333082593, 24]), (('ABCDE',), [0.016995500891256014, 31])]"
Teacher3 Simple_depth2 non-recursive dependent uniform_prior "[(('BE',), [0.036548019806344798, 10]), (('ACD',), [0.028823085285697287, 15]), (('ABCDE',), [0.012871239986417805, 31])]"
Teacher3 Simple_depth3 non-recursive dependent uniform_prior "[(('BE',), [0.27793290813391275, 3]), (('ACD',), [0.034540293633945271, 9]), (('ABCDE',), [0.014442463582312845, 31])]"
